hhid;vilid;distid;stateid;gender;male_adult;female_adult;male_child;female_child;age;educ;esw_hear;esw_use;esw_plan;zt_hear;zt_use;zt_plan;plot_area_num;wheat_number;wheat_value;cost_nonlab;cost_lab;water;fuel;lighting;income;income_agric
2202 7;2202;Hoshiarpur;Punjab;Male;2;2;1;0;36;Some secondary education;2;;;2;;;2;30;60450;21000;6000;Pipeline inside own house;LPG;Solar;;0
2202 8;2202;Hoshiarpur;Punjab;Male;2;2;1;1;69;Some secondary education;2;;;1;2;Don't know yet;2;30;0;5000;5000;Pipeline inside own house;LPG;Solar;150000;0
2202 9;2202;Hoshiarpur;Punjab;Male;1;1;0;0;52;Some secondary education;2;;;1;2;Don't know yet;4;62;124930;40000;12000;Pipeline inside own house;Biogas;Solar;;0
2202 10;2202;Hoshiarpur;Punjab;Male;2;1;0;0;55;Completed university degree;2;;;1;1;Yes;20;400;404400;150000;180000;Borewell in residence yard;LPG;Solar;1000000;50
2202 11;2202;Hoshiarpur;Punjab;Female;4;2;0;0;36;Completed secondary education;2;;;1;1;Yes;22;440;968000;150000;140000;Borewell in residence yard;LPG;Solar;1000000;30
2202 12;2202;Hoshiarpur;Punjab;Male;2;2;0;0;25;Some primary education;2;;;1;1;Yes;17;300;400000;0;0;Borewell in residence yard;Electricity;Solar;350000;0
2202 13;2202;Hoshiarpur;Punjab;Male;2;2;0;0;55;Some university education;2;;;1;2;No;6;102;200000;0;0;Borewell in residence yard;Electricity;Solar;200000;0
2202 14;2202;Hoshiarpur;Punjab;Male;3;1;0;0;51;Some university education;2;;;1;2;No;5;120;200000;0;0;Borewell in residence yard;Electricity;Solar;300000;0
2202 15;2202;Hoshiarpur;Punjab;Male;3;2;0;0;79;Completed secondary education;2;;;2;;;8;168;361200;96000;28000;Borewell in residence yard;LPG;Solar;;0
2203 1;2203;Hoshiarpur;Punjab;Male;1;2;0;0;52;No formal education;2;;;2;;;6,400000095;134;250000;0;0;Borewell in residence yard;LPG;Solar;200000;0
2203 2;2203;Hoshiarpur;Punjab;Male;2;1;0;0;65;Completed university degree;1;1;Don't know yet;1;1;Yes;10;220;443300;50000;20000;Borewell in residence yard;LPG;Solar;1000000;0
2203 3;2203;Hoshiarpur;Punjab;Male;2;2;0;0;57;Completed primary education;2;;;2;;;14;224;400000;0;0;Borewell in residence yard;LPG;Solar;250000;0
2203 4;2203;Hoshiarpur;Punjab;Male;2;1;0;0;54;No formal education;2;;;2;;;3;60;100000;0;0;Borewell in residence yard;LPG;Solar;60000;0
2203 5;2203;Hoshiarpur;Punjab;Male;2;1;0;0;69;Completed secondary education;2;;;1;1;Don't know yet;1;17;35785;5000;0;Borewell in residence yard;Wood;Solar;;0
2203 6;2203;Hoshiarpur;Punjab;Male;2;1;0;0;74;Completed secondary education;2;;;2;;;6;15;31575;5000;0;Borewell in residence yard;LPG;Solar;;0
2203 7;2203;Hoshiarpur;Punjab;Male;3;2;0;1;44;Some primary education;2;;;2;;;10;150;250000;0;0;Borewell in residence yard;LPG;Solar;100000;0
2203 8;2203;Hoshiarpur;Punjab;Male;2;1;0;0;62;Completed secondary education;2;;;1;1;Don't know yet;1;18;35550;3000;1000;Borewell in residence yard;LPG;Solar;30000;0
2203 9;2203;Hoshiarpur;Punjab;Male;2;1;0;0;55;Completed university degree;1;1;Don't know yet;1;1;Yes;20;440;886600;160000;50000;Borewell in residence yard;LPG;Solar;1500000;0
2209 1;2209;Hoshiarpur;Punjab;Male;3;1;1;2;52;Some secondary education;2;;;1;1;Yes;4;96;195840;24000;8000;Pipeline inside own house;Wood;Solar;200000;0
2209 2;2209;Hoshiarpur;Punjab;Male;4;6;0;0;53;Some primary education;2;;;2;;;12;154;304150;167880;10880;Pipeline inside own house;LPG;Solar;;0
2209 3;2209;Hoshiarpur;Punjab;Male;2;2;0;0;30;Some secondary education;2;;;1;2;No;6;119;239785;72000;32000;Borewell in residence yard;LPG;Solar;;0
2209 4;2209;Hoshiarpur;Punjab;Male;2;1;0;0;45;Completed primary education;2;;;1;1;No;2;24;47400;16000;3000;Borewell in residence yard;LPG;Solar;50000;0
2209 5;2209;Hoshiarpur;Punjab;Male;3;4;0;0;24;Completed secondary education;2;;;1;1;Yes;4,5;54;106650;63000;7650;Pipeline inside own house;Wood;Solar;75000;0
2209 6;2209;Hoshiarpur;Punjab;Male;3;3;0;0;30;Completed secondary education;2;;;2;;;1;13;26000;7000;2000;Pipeline inside own house;Electricity;Solar;350000;0
2209 7;2209;Hoshiarpur;Punjab;Male;5;2;1;0;55;No formal education;2;;;1;2;;7;91;169725;35000;35000;Pipeline inside own house;Biogas;Solar;1000000;0
2209 8;2209;Hoshiarpur;Punjab;Male;2;2;0;0;68;Some secondary education;2;;;1;1;No;5;75;148125;45000;5000;Borewell in residence yard;LPG;Solar;20000;0
2209 9;2209;Hoshiarpur;Punjab;Male;2;4;0;1;32;Some secondary education;2;;;1;2;Don't know yet;10;160;324800;130000;25000;Borewell in residence yard;Biogas;Solar;100000;0
2209 10;2209;Hoshiarpur;Punjab;Male;2;2;0;0;25;Completed secondary education;2;;;1;2;No;4;48;94800;32000;3000;Borewell in residence yard;LPG;Solar;150000;0
2209 11;2209;Hoshiarpur;Punjab;Male;2;1;1;1;64;Some secondary education;2;;;1;2;Don't know yet;5;70;141050;600000;50000;Borewell in residence yard;LPG;Solar;500000;50
2209 12;2209;Hoshiarpur;Punjab;Male;2;2;0;1;25;Completed primary education;2;;;2;;;0,600000024;5;2015;7000;1500;Pipeline inside own house;Biogas;Solar;10000;0
2209 13;2209;Hoshiarpur;Punjab;Male;3;3;0;0;32;Some secondary education;2;;;1;2;No;8;80;158000;88000;16000;Borewell in residence yard;LPG;Solar;20000;0
2209 14;2209;Hoshiarpur;Punjab;Male;2;1;1;0;42;Some primary education;2;;;1;1;No;1;12;23700;12000;2000;Borewell in residence yard;LPG;Solar;20000;0
2210 1;2210;Hoshiarpur;Punjab;Male;3;3;0;0;52;No formal education;2;;;2;;;3;41;83025;21000;9000;Borewell in residence yard;Biogas;Solar;100000;0
2210 2;2210;Hoshiarpur;Punjab;Male;2;2;0;0;83;Completed secondary education;2;;;2;;;4;80;169200;42000;5800;Borewell in residence yard;LPG;Solar;80000;0,157894737
2210 3;2210;Hoshiarpur;Punjab;Male;1;2;2;0;44;Completed secondary education;2;;;2;;;3;50;100750;50000;5000;Borewell in residence yard;LPG;Solar;50000;0,166666667
2210 4;2210;Hoshiarpur;Punjab;Male;2;1;0;0;58;Some secondary education;2;;;1;2;No;6;96;203000;60000;7000;Company-supplied branded water;Wood;Solar;400000;0
2210 5;2210;Hoshiarpur;Punjab;Male;3;2;0;0;63;No formal education;1;1;Yes;2;;;3;72;120000;0;0;Borewell in residence yard;LPG;Solar;148000;0
2210 6;2210;Hoshiarpur;Punjab;Male;3;1;0;0;46;Some secondary education;2;;;2;;;2,5;32;64800;30000;5000;Borewell in residence yard;LPG;Solar;60000;50
2210 7;2210;Hoshiarpur;Punjab;Male;2;2;0;0;24;Completed secondary education;2;;;2;;;3;54;114200;39000;5000;Company-supplied branded water;LPG;Solar;20000;0
2210 8;2210;Hoshiarpur;Punjab;Male;2;2;0;0;62;Some secondary education;2;;;1;2;Don't know yet;8;151;304265;56000;10000;Borewell in residence yard;LPG;Solar;90000;0
2210 9;2210;Hoshiarpur;Punjab;Male;2;1;0;0;28;Some secondary education;2;;;1;2;No;3;69;100000;0;0;Borewell in residence yard;Electricity;Solar;200000;0
2210 10;2210;Hoshiarpur;Punjab;Male;2;1;0;0;56;Some primary education;2;;;1;2;Don't know yet;3;36;54405;3000;7000;Borewell in residence yard;LPG;Solar;50000;0
2210 11;2210;Hoshiarpur;Punjab;Male;2;2;0;0;29;No formal education;2;;;2;;;120;2000;3800000;0;750000;Borewell in residence yard;LPG;Solar;2500000;0
2210 12;2210;Hoshiarpur;Punjab;Male;5;2;1;0;52;Some secondary education;2;;;1;2;No;6;120;253800;58000;2000;Borewell in residence yard;Wood;Solar;80000;0
2210 13;2210;Hoshiarpur;Punjab;Male;2;3;0;0;45;Some primary education;2;;;2;;;3;45;88000;0;0;Borewell in residence yard;LPG;Solar;60000;0
2210 14;2210;Hoshiarpur;Punjab;Male;4;2;1;0;38;Completed secondary education;2;;;2;;;1;22;44330;10000;3000;Borewell in residence yard;LPG;Solar;100000;0
2210 15;2210;Hoshiarpur;Punjab;Male;3;3;0;0;55;No formal education;2;;;2;;;4;56;90000;0;0;Borewell in residence yard;Electricity;Solar;100000;0
2211 1;2211;Hoshiarpur;Punjab;Male;2;1;0;0;48;Completed primary education;2;;;1;2;Don't know yet;2;36;71000;10000;5000;Borewell in residence yard;LPG;Solar;150000;0
2211 2;2211;Hoshiarpur;Punjab;Male;3;2;0;1;35;No formal education;2;;;2;;;2;32;60000;0;0;Borewell in residence yard;LPG;Solar;50000;0
2211 3;2211;Hoshiarpur;Punjab;Male;0;0;0;0;76;Completed primary education;2;;;1;2;Don't know yet;5;85;170000;45000;15000;Borewell in residence yard;LPG;Solar;;0
2211 4;2211;Hoshiarpur;Punjab;Male;0;0;0;0;43;Completed primary education;2;;;1;1;Yes;3;51;102765;35000;4000;Borewell in residence yard;LPG;Solar;400000;0
2211 5;2211;Hoshiarpur;Punjab;Male;0;0;0;0;35;Completed secondary education;2;;;1;2;Don't know yet;8;160;322400;80000;32000;Borewell in residence yard;LPG;Solar;;0
2211 6;2211;Hoshiarpur;Punjab;Male;3;3;0;0;60;No formal education;2;;;2;;;3;60;110000;0;0;Borewell in residence yard;LPG;Solar;200000;0
2211 7;2211;Hoshiarpur;Punjab;Male;2;1;0;0;23;Completed secondary education;2;;;1;2;Don't know yet;4;64;128960;32000;7000;Borewell in residence yard;LPG;Solar;20000;0
2211 8;2211;Hoshiarpur;Punjab;Male;2;2;0;0;55;Completed primary education;2;;;2;;;2;40;60000;0;0;Borewell in residence yard;LPG;Solar;100000;0
2211 9;2211;Hoshiarpur;Punjab;Male;2;3;0;0;59;Some primary education;2;;;2;;;4;96;150000;0;0;Borewell in residence yard;LPG;Solar;150000;0
2211 10;2211;Hoshiarpur;Punjab;Male;2;3;0;0;59;Completed primary education;2;;;2;;;1,399999976;28;55000;0;0;Borewell in residence yard;LPG;Solar;100000;0
2211 11;2211;Hoshiarpur;Punjab;Male;0;0;0;0;67;Some primary education;2;;;1;2;Don't know yet;2;40;80000;10000;4000;Pipeline inside own house;LPG;Solar;60000;0
2212 1;2212;Hoshiarpur;Punjab;Male;2;1;2;2;43;Completed university degree;2;;;2;;;1;16;31600;2500;1000;Borewell in residence yard;Wood;Solar;25000;0
2212 2;2212;Hoshiarpur;Punjab;Male;2;1;0;0;55;Completed secondary education;2;;;2;;;6;150;292500;10000;0;Borewell in residence yard;Wood;Solar;;0
2212 3;2212;Hoshiarpur;Punjab;Male;3;2;0;0;54;Some secondary education;2;;;2;;;0,5;5;0;50;0;Pipeline inside own house;Wood;Solar;150000;50
2212 4;2212;Hoshiarpur;Punjab;Female;2;3;2;2;60;No formal education;2;;;2;;;1;6;12000;3000;3000;Pipeline inside own house;Wood;Solar;30000;0
2212 5;2212;Hoshiarpur;Punjab;Male;1;1;3;2;40;Completed secondary education;2;;;2;;;1;8;16000;2500;1000;Borewell in residence yard;Wood;Solar;30000;0
2212 6;2212;Hoshiarpur;Punjab;Male;2;1;2;1;36;Completed secondary education;2;;;2;;;5;100;197500;10000;8000;Borewell in residence yard;Wood;Solar;600000;0
2212 7;2212;Hoshiarpur;Punjab;Male;1;3;1;1;46;Completed secondary education;2;;;2;;;2;17;33575;10000;6000;Pipeline inside own house;Wood;Solar;60000;0
2212 8;2212;Hoshiarpur;Punjab;Male;0;0;0;0;58;Some primary education;2;;;1;1;Don't know yet;1;15;25500;7000;3000;Borewell in residence yard;LPG;Solar;;0
2212 9;2212;Hoshiarpur;Punjab;Male;1;2;1;1;70;Completed secondary education;2;;;2;;;5,5;70;140000;45000;11000;Pipeline inside own house;LPG;Solar;;0
2212 10;2212;Hoshiarpur;Punjab;Male;0;0;0;0;60;Some primary education;2;;;1;1;Don't know yet;1;17;28900;7000;2700;Borewell in residence yard;LPG;Solar;;0
2212 11;2212;Hoshiarpur;Punjab;Male;0;0;0;0;85;Some primary education;2;;;2;;;1;16;27200;5000;2000;Borewell in residence yard;LPG;Solar;;0
2212 12;2212;Hoshiarpur;Punjab;Male;0;0;0;0;50;Some university education;2;;;1;2;Don't know yet;1;15;25500;6500;2100;Borewell in residence yard;LPG;Solar;;0
2212 13;2212;Hoshiarpur;Punjab;Male;1;1;1;2;38;Completed secondary education;2;;;2;;;0,400000006;4;0;0;2000;Pipeline inside own house;LPG;Solar;150000;100
2212 14;2212;Hoshiarpur;Punjab;Male;3;3;1;1;71;Completed secondary education;2;;;2;;;1,5;13;26000;6000;2000;Pipeline inside own house;Electricity;Solar;60000;0
2212 15;2212;Hoshiarpur;Punjab;Female;1;2;1;2;37;Some university education;2;;;2;;;0,5;7;14000;5000;0;Pipeline inside own house;Wood;Solar;60000;0
2212 16;2212;Hoshiarpur;Punjab;Male;1;2;0;0;50;Completed university degree;2;;;1;1;Yes;7;154;300300;70000;80000;Pipeline inside own house;LPG;Solar;1000000;0
2212 17;2212;Hoshiarpur;Punjab;Male;0;0;0;0;57;Some primary education;2;;;1;1;Yes;1;14;23800;5500;2500;Borewell in residence yard;LPG;Solar;;0
2212 18;2212;Hoshiarpur;Punjab;Male;2;2;1;0;46;Completed secondary education;2;;;1;2;Don't know yet;5;120;237000;0;0;Pipeline inside own house;LPG;Solar;500000;0
2212 19;2212;Hoshiarpur;Punjab;Male;2;2;0;2;32;Some secondary education;2;;;1;2;Don't know yet;4;40;0;40000;0;Other;Wood;Solar;200000;50
2212 20;2212;Hoshiarpur;Punjab;Male;1;1;0;0;39;Completed secondary education;2;;;2;;;1;18;35550;800;0;Borewell in residence yard;LPG;Solar;60000;0
2213 1;2213;Hoshiarpur;Punjab;Male;2;1;0;0;58;Completed secondary education;2;;;1;1;Yes;6;66;135300;48000;50000;Pipeline inside own house;LPG;Solar;500000;10
2213 2;2213;Hoshiarpur;Punjab;Male;4;4;2;2;24;Completed secondary education;2;;;1;1;Don't know yet;10;0;0;150000;100000;Pipeline inside own house;LPG;Solar;600000;0
2213 3;2213;Hoshiarpur;Punjab;Male;2;1;0;0;54;Completed secondary education;2;;;1;2;No;5;110;232600;50000;12000;Borewell in residence yard;LPG;Solar;148000;0
2213 4;2213;Hoshiarpur;Punjab;Male;2;2;2;1;67;Some primary education;2;;;1;1;Don't know yet;2;0;0;70000;50000;Borewell in residence yard;Biogas;Solar;200000;0
2213 5;2213;Hoshiarpur;Punjab;Male;3;3;2;1;45;Some secondary education;2;;;1;1;Yes;30;0;0;24000;10000;Pipeline inside own house;LPG;Solar;100000;0
2213 6;2213;Hoshiarpur;Punjab;Male;1;1;0;1;35;Completed primary education;2;;;2;;;1;19;40000;8000;0;Pipeline outside own house;LPG;Solar;60000;0
2214 1;2214;Hoshiarpur;Punjab;Male;2;1;0;0;35;Some secondary education;2;;;1;1;Yes;15;210;414750;120000;50000;Borewell in residence yard;LPG;Solar;900000;0
2214 2;2214;Hoshiarpur;Punjab;Male;2;1;0;0;30;Completed secondary education;2;;;1;1;Don't know yet;8;140;275100;50000;25000;Borewell in residence yard;LPG;Solar;800000;0
2214 3;2214;Hoshiarpur;Punjab;Male;2;2;2;0;36;Some secondary education;2;;;1;1;Yes;20;240;474000;60000;70000;Pipeline inside own house;LPG;Solar;500000;0
2214 4;2214;Hoshiarpur;Punjab;Male;2;1;0;0;80;Some secondary education;2;;;1;1;Yes;4;70;141050;40000;6000;Pipeline inside own house;Biogas;Solar;100500;0
2214 5;2214;Hoshiarpur;Punjab;Male;2;1;0;0;45;Completed secondary education;2;;;1;1;Yes;8;156;305760;80000;24000;Borewell in residence yard;LPG;Solar;600000;0
2214 6;2214;Hoshiarpur;Punjab;Male;1;1;1;1;37;Completed secondary education;2;;;1;1;Yes;20;280;539000;50000;50000;Pipeline inside own house;LPG;Solar;700000;0
2214 7;2214;Hoshiarpur;Punjab;Male;2;2;3;0;39;Completed primary education;2;;;1;2;Don't know yet;5;48;96720;40000;15000;Pipeline inside own house;Biogas;Solar;100500;0
2214 8;2214;Hoshiarpur;Punjab;Male;4;2;0;0;26;Completed secondary education;2;;;1;1;Don't know yet;6;120;238200;60000;30000;Borewell in residence yard;LPG;Solar;;0
2214 9;2214;Hoshiarpur;Punjab;Male;2;2;0;0;55;Completed university degree;2;;;1;1;Don't know yet;3;72;142344;50000;60000;Borewell in residence yard;LPG;Solar;500000;0
2214 10;2214;Hoshiarpur;Punjab;Male;2;1;0;0;48;Some secondary education;2;;;2;;;2;40;79000;10000;5000;Borewell in residence yard;LPG;Solar;150000;0
2214 11;2214;Hoshiarpur;Punjab;Male;1;1;0;0;55;Some secondary education;2;;;1;2;Don't know yet;3;60;118500;30000;15000;Borewell in residence yard;LPG;Solar;418500;0
2214 12;2214;Hoshiarpur;Punjab;Male;2;2;0;0;26;Completed secondary education;2;;;1;2;Don't know yet;10;160;313600;70000;10000;Pipeline inside own house;Biogas;Solar;600000;20
2214 13;2214;Hoshiarpur;Punjab;Male;10;6;0;0;53;Completed secondary education;2;;;1;1;Yes;6;100;201500;10000;13000;Pipeline inside own house;LPG;Solar;1000;0
2214 14;2214;Hoshiarpur;Punjab;Male;2;2;0;0;28;Completed university degree;2;;;2;;;2,5;27;53595;25000;10000;Pipeline inside own house;Biogas;Solar;70000;30
2217 1;2217;Hoshiarpur;Punjab;Male;4;2;0;0;48;Some secondary education;2;;;1;2;Don't know yet;5;90;174150;50000;70000;Borewell in residence yard;LPG;Solar;;0
2217 2;2217;Hoshiarpur;Punjab;Male;1;1;0;0;63;Completed secondary education;2;;;1;2;Don't know yet;5;75;148125;60000;50000;Pipeline inside own house;LPG;Solar;300000;50
2217 3;2217;Hoshiarpur;Punjab;Male;2;0;0;0;66;;2;;;2;;;14;168;323400;196000;150000;Borewell in residence yard;LPG;Solar;700000;0
2217 4;2217;Hoshiarpur;Punjab;Male;2;2;1;0;70;Some university education;2;;;1;2;No;5;70;2025;67500;10000;Borewell in residence yard;LPG;Solar;100000;0
2217 5;2217;Hoshiarpur;Punjab;Male;2;2;1;1;29;Completed secondary education;2;;;1;2;Don't know yet;1;8;15800;12000;5000;Pipeline inside own house;LPG;Solar;200000;50
2217 6;2217;Hoshiarpur;Punjab;Male;0;0;0;0;59;Some primary education;2;;;1;2;Don't know yet;1;16;32240;9000;2000;Borewell in residence yard;LPG;Solar;;0
2217 7;2217;Hoshiarpur;Punjab;Male;3;3;0;0;60;Some secondary education;2;;;2;;;20;300;592500;300000;350000;Borewell in residence yard;LPG;Solar;100000;0
2217 8;2217;Hoshiarpur;Punjab;Male;1;1;0;0;55;Some university education;2;;;1;2;No;5;80;169000;60000;9000;Borewell in residence yard;LPG;Solar;480000;0
2217 9;2217;Hoshiarpur;Punjab;Male;1;2;1;0;36;Completed university degree;2;;;1;2;Don't know yet;3;50;100750;31500;5000;Borewell in residence yard;Biogas;Solar;100250;0
2217 10;2217;Hoshiarpur;Punjab;Male;0;0;0;0;60;Some primary education;2;;;1;2;Don't know yet;3;36;72540;36000;10500;Borewell in residence yard;LPG;Solar;;0
2217 11;2217;Hoshiarpur;Punjab;Male;0;0;0;0;42;Some primary education;2;;;1;2;Don't know yet;2;30;60450;22000;6000;Borewell in residence yard;LPG;Solar;;0
2217 12;2217;Hoshiarpur;Punjab;Male;2;3;0;2;31;Completed secondary education;2;;;1;2;Don't know yet;4;10;20500;50000;30000;Borewell in residence yard;LPG;Solar;500000;50
2217 13;2217;Hoshiarpur;Punjab;Male;2;2;1;1;91;Completed primary education;2;;;2;;;18;324;685200;200000;30000;Borewell in residence yard;LPG;Solar;1700000;0
2217 14;2217;Hoshiarpur;Punjab;Male;2;2;0;0;55;Completed secondary education;2;;;2;;;3;54;114200;34000;5000;Borewell in residence yard;LPG;Solar;275000;0
2219 1;2219;Hoshiarpur;Punjab;Male;0;0;0;0;58;Some primary education;2;;;1;1;Don't know yet;2;40;80600;16000;6000;Borewell in residence yard;LPG;Solar;;0
2219 2;2219;Hoshiarpur;Punjab;Male;2;2;1;0;60;Completed primary education;2;;;1;2;No;6;96;203000;55000;16000;Borewell in residence yard;LPG;Solar;550000;0
2219 3;2219;Hoshiarpur;Punjab;Male;3;2;0;0;56;;2;;;1;1;No;5;85;179700;40000;3000;Borewell in residence yard;LPG;Solar;380000;0
2219 4;2219;Hoshiarpur;Punjab;Male;0;0;0;0;46;Some secondary education;2;;;1;2;Don't know yet;2;44;88660;5000;3000;Borewell in residence yard;LPG;Solar;207000;0
2219 5;2219;Hoshiarpur;Punjab;Male;2;1;0;0;45;No formal education;2;;;1;2;Don't know yet;4;88;177320;12000;8000;Borewell in residence yard;LPG;Solar;407920;0
2219 6;2219;Hoshiarpur;Punjab;Male;3;2;2;2;65;Some secondary education;2;;;1;1;No;9;189;399735;70000;15000;Borewell in residence yard;LPG;Solar;800000;0
2219 7;2219;Hoshiarpur;Punjab;Male;1;2;0;0;52;Completed primary education;2;;;1;2;No;1,5;27;53325;11000;3000;Borewell in residence yard;LPG;Solar;90000;0
2219 8;2219;Hoshiarpur;Punjab;Male;2;2;1;0;70;No formal education;2;;;2;;;2;40;80000;5000;5000;Borewell in residence yard;LPG;Solar;200000;0
2219 9;2219;Hoshiarpur;Punjab;Female;2;2;0;0;36;No formal education;2;;;2;;;1,5;30;60000;5000;5000;Borewell in residence yard;LPG;Solar;100000;0
2219 10;2219;Hoshiarpur;Punjab;Male;2;2;1;0;27;Completed secondary education;2;;;1;2;Don't know yet;3;60;120900;12000;4500;Borewell in residence yard;LPG;Solar;298400;0
2219 11;2219;Hoshiarpur;Punjab;Male;2;2;0;0;20;Completed university degree;2;;;2;;;4;80;160000;20000;10000;Borewell in residence yard;LPG;Solar;80000;0
2219 12;2219;Hoshiarpur;Punjab;Male;0;0;0;0;58;Some primary education;2;;;1;1;Don't know yet;2;40;80600;16000;6000;Borewell in residence yard;LPG;Solar;;0
2219 13;2219;Hoshiarpur;Punjab;Male;0;0;0;0;62;Some primary education;2;;;1;1;Don't know yet;5;95;191425;45000;12500;Borewell in residence yard;LPG;Solar;;0
2219 14;2219;Hoshiarpur;Punjab;Male;0;0;0;0;66;Some primary education;2;;;1;1;Don't know yet;3;54;106650;21000;10500;Borewell in residence yard;LPG;Solar;;0
2219 15;2219;Hoshiarpur;Punjab;Male;0;0;0;0;37;Some primary education;2;;;1;1;Don't know yet;1;21;42315;8000;2000;Borewell in residence yard;LPG;Solar;;0
2219 16;2219;Hoshiarpur;Punjab;Male;0;0;0;0;55;Some secondary education;2;;;1;2;Don't know yet;2;44;80000;5000;5000;Borewell in residence yard;LPG;Solar;300000;0
2221 1;2221;Hoshiarpur;Punjab;Male;3;2;1;1;44;Some primary education;2;;;2;;;12;240;400000;0;0;Borewell in residence yard;Electricity;Solar;200000;0
2221 2;2221;Hoshiarpur;Punjab;Male;3;3;0;0;55;No formal education;2;;;2;;;35;700;1300000;0;0;Borewell in residence yard;Electricity;Solar;400000;0
2221 3;2221;Hoshiarpur;Punjab;Male;0;0;0;0;80;No formal education;2;;;1;2;Don't know yet;2;48;98000;20000;10000;Borewell in residence yard;LPG;Solar;;0
2221 4;2221;Hoshiarpur;Punjab;Male;3;2;0;0;63;No formal education;2;;;2;;;3;60;300000;0;0;Borewell in residence yard;Electricity;Solar;200000;0
2221 5;2221;Hoshiarpur;Punjab;Male;0;0;0;0;62;Some primary education;2;;;1;2;Don't know yet;0,5;6;18000;5000;2000;Borewell in residence yard;LPG;Solar;60000;0
2221 6;2221;Hoshiarpur;Punjab;Male;1;1;0;0;76;Completed primary education;2;;;2;;;1;19;40180;8000;2000;Borewell in residence yard;Wood;Solar;;0
2221 7;2221;Hoshiarpur;Punjab;Male;0;0;0;0;38;Some secondary education;2;;;1;1;No;3;69;145900;30000;9000;Company-supplied branded water;LPG;Solar;200000;0
2221 8;2221;Hoshiarpur;Punjab;Male;3;2;1;1;60;Completed primary education;2;;;2;;;1;17;35900;8000;3000;Borewell in residence yard;LPG;Solar;50000;0
2221 9;2221;Hoshiarpur;Punjab;Male;1;1;0;0;64;Some primary education;2;;;2;;;2;42;88800;15000;2000;Borewell in residence yard;Wood;Solar;80000;0
2221 10;2221;Hoshiarpur;Punjab;Male;0;0;0;0;70;Completed primary education;2;;;2;;;5;60;126900;45000;7000;Borewell in residence yard;LPG;Solar;400000;0
2221 11;2221;Hoshiarpur;Punjab;Male;0;0;0;0;48;Completed primary education;2;;;1;2;Don't know yet;2;36;36360;18000;11000;Borewell in residence yard;LPG;Solar;;0
2221 12;2221;Hoshiarpur;Punjab;Male;2;2;1;1;70;Some secondary education;2;;;2;;;4;80;160000;20000;20000;Pipeline inside own house;LPG;Solar;600000;0
2221 13;2221;Hoshiarpur;Punjab;Male;2;2;1;0;55;Some secondary education;2;;;1;2;No;5;90;190000;50000;7000;Borewell in residence yard;LPG;Solar;180000;0
2221 14;2221;Hoshiarpur;Punjab;Male;1;1;1;1;27;No formal education;2;;;2;;;2;30;60000;6000;4000;Pipeline inside own house;LPG;Solar;200000;0
2221 15;2221;Hoshiarpur;Punjab;Male;3;3;0;0;19;No formal education;2;;;2;;;5;132;180000;0;0;Borewell in residence yard;Electricity;Solar;100000;0
